iteration,function,pop_size,elite_best,elite_worst,best_fit,list_fitness,list_diversity,list_exploitation,list_exploration
0,F12014,150,0.2,0.15,8314576.933679537,"[97980444.34041667 97980444.34041667 97980444.34041667 97980444.34041667
 44381677.10199494 44381677.10199494 44381677.10199494 44381677.10199494
 44381677.10199494 44381677.10199494 44381677.10199494 44381677.10199494
 34917117.83701497 29045489.72186378 29045489.72186378 29045489.72186378
 26630693.12189214 24043828.63201903 24043828.63201903 19652523.89666231
 19652523.89666231 19652523.89666231 19652523.89666231 19652523.89666231
 19652523.89666231 19652523.89666231  8433138.93542668  8433138.93542668
  8433138.93542668  8433138.93542668  8433138.93542668  8433138.93542668
  8433138.93542668  8433138.93542668  8433138.93542668  8433138.93542668
  8433138.93542668  8433138.93542668  8433138.93542668  8433138.93542668
  8433138.93542668  8433138.93542668  8433138.93542668  8433138.93542668
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954
  8314576.93367954  8314576.93367954  8314576.93367954  8314576.93367954]","[47.11586846 44.39001598 40.58859023 41.66429089 39.5622213  37.98592247
 38.98105091 37.00117449 36.06064999 34.78081969 37.86772029 36.59158123
 34.79197465 38.13625619 32.71833356 31.95749258 33.31654032 34.85218782
 33.89516502 32.26575102 34.5754228  33.67463039 30.48925995 31.05580231
 30.30513289 31.16482199 28.76891322 31.84065745 31.74915789 30.37514508
 31.64719241 28.91377372 29.42068572 28.55745897 26.76304964 27.04769963
 25.50501425 23.80225439 22.41952104 17.95476163 23.63286071 21.68821596
 20.9522135  20.77380902 18.34152908 18.52703533 14.38674196 12.96198793
 14.05863769 15.33370017 13.76413857 16.22742899 14.39228112 13.83259201
 15.42868054 12.05048157 12.09317688 10.76245466 13.7794722  12.86763165
 11.72950062 11.26817403 13.16074142 14.65717121 13.01095484 12.36391823
 12.19019969 11.07382499 12.24930321 10.93000391 10.06008782 11.94759604
 11.75388803  9.46024092 12.41757093 10.40641691 10.2750649   9.84076288
 10.16651259 10.77125295 10.26972631 11.2503213  10.00215171 12.64379358
 11.08021734 12.70944343 11.4912261  12.48627945 11.00560957 11.57692138
 12.15812793  9.65896319 10.99774775 10.50950773 11.50978498 10.98917964
 11.95877337 11.06171041 10.57795957 10.19477389]","[ 0.          5.7854234  13.85367273 11.57057642 16.03206605 19.37764554
 17.26555789 21.46770142 23.46389619 26.18024281 19.62852106 22.3370333
 26.15656722 19.05857317 30.55771943 32.17254901 29.28806916 26.02876915
 28.05998036 31.51829293 26.61618275 28.52804906 35.28876587 34.08632097
 35.67956214 33.85493464 38.94007654 32.42052308 32.61472422 35.53096637
 32.83113853 38.63262067 37.55673686 39.38887279 43.19737593 42.59322704
 45.86746443 49.48144825 52.41619911 61.89232584 49.84097399 53.96834089
 55.53045252 55.90910303 61.07144009 60.67771658 69.46518778 72.48912446
 70.1615652  67.45533794 70.78661814 65.55846358 69.45343131 70.6413307
 67.25374902 74.42373034 74.33311265 77.15747368 70.75407361 72.6893888
 75.10498902 76.08412113 72.06728466 68.89122139 72.38519576 73.75848386
 74.1271888  76.49661282 74.00174589 76.80186259 78.64819614 74.64209738
 75.05322854 79.9213275  73.6446099  77.91313786 78.19192293 79.11369736
 78.42231732 77.13879993 78.20325371 76.12201225 78.77116131 73.1644688
 76.48304552 73.02513178 75.61070935 73.49878108 76.64139508 75.42882737
 74.19525879 79.49955396 76.65808121 77.69433511 75.57131948 76.67626641
 74.61837432 76.52232514 77.54905106 78.36233477]","[100.          94.2145766   86.14632727  88.42942358  83.96793395
  80.62235446  82.73444211  78.53229858  76.53610381  73.81975719
  80.37147894  77.6629667   73.84343278  80.94142683  69.44228057
  67.82745099  70.71193084  73.97123085  71.94001964  68.48170707
  73.38381725  71.47195094  64.71123413  65.91367903  64.32043786
  66.14506536  61.05992346  67.57947692  67.38527578  64.46903363
  67.16886147  61.36737933  62.44326314  60.61112721  56.80262407
  57.40677296  54.13253557  50.51855175  47.58380089  38.10767416
  50.15902601  46.03165911  44.46954748  44.09089697  38.92855991
  39.32228342  30.53481222  27.51087554  29.8384348   32.54466206
  29.21338186  34.44153642  30.54656869  29.3586693   32.74625098
  25.57626966  25.66688735  22.84252632  29.24592639  27.3106112
  24.89501098  23.91587887  27.93271534  31.10877861  27.61480424
  26.24151614  25.8728112   23.50338718  25.99825411  23.19813741
  21.35180386  25.35790262  24.94677146  20.0786725   26.3553901
  22.08686214  21.80807707  20.88630264  21.57768268  22.86120007
  21.79674629  23.87798775  21.22883869  26.8355312   23.51695448
  26.97486822  24.38929065  26.50121892  23.35860492  24.57117263
  25.80474121  20.50044604  23.34191879  22.30566489  24.42868052
  23.32373359  25.38162568  23.47767486  22.45094894  21.63766523]"
1,F12014,150,0.2,0.15,17240404.38020142,"[70484126.87106924 70484126.87106924 46587529.12712902 46587529.12712902
 46587529.12712902 46587529.12712902 46587529.12712902 46587529.12712902
 35830538.65031998 35830538.65031998 35830538.65031998 35830538.65031998
 35830538.65031998 35830538.65031998 35830538.65031998 35830538.65031998
 35830538.65031998 20688866.37721067 20688866.37721067 20688866.37721067
 20688866.37721067 20688866.37721067 20688866.37721067 20688866.37721067
 20688866.37721067 20688866.37721067 20688866.37721067 20688866.37721067
 20688866.37721067 20688866.37721067 20688866.37721067 20688866.37721067
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142
 17240404.38020142 17240404.38020142 17240404.38020142 17240404.38020142]","[44.86187389 45.42346868 43.45457968 39.10046872 39.17880037 39.88896271
 37.68686146 36.56148157 36.88426679 34.10507106 33.07400142 33.59007023
 34.08116295 34.23421473 29.30206605 31.60409801 31.90002032 30.92940173
 29.98459766 30.16369868 30.21786514 30.7440285  26.67525473 26.24700806
 26.48222437 23.901595   22.70448812 26.03461083 28.96472589 24.4537539
 22.61197255 22.89428581 26.16721988 24.28345129 23.81688743 24.21596161
 23.46438736 22.65043056 20.46736656 20.82295638 22.13312643 17.69266485
 16.59490018 16.09790037 19.07676707 15.29040838 17.2950907  17.44292491
 14.2933636  15.71772817 15.52106158 15.47574565 15.35741315 16.69266069
 13.88122458 15.14549176 13.09751838 14.79243895 13.6919177  13.94202561
 12.26272989 11.99671042 12.69489736 13.36438251 11.80283262 12.50289855
 13.56424681 11.28039629 11.90769961 10.66453086 11.80004444 10.74942352
 10.70620596 14.27044768 11.36873251 11.9696719  10.34010259 11.43843263
 12.12522669 11.83251226 12.69431245 11.63403911 13.07181955 12.45640045
 11.26578191 11.14435358 10.41358307 10.94525971 12.20650981 12.41054569
 12.57217503 11.67596069 13.46133636 12.48497403 12.04120589 12.79104153
 14.00591967 13.14104145 11.33811913 12.72467694]","[ 1.23635381  0.          4.33451927 13.92011693 13.74766941 12.18424335
 17.03218059 19.50971021 18.79909689 24.91751058 27.1874157  26.05128758
 24.97014442 24.63320014 35.49135082 30.42341564 29.77194114 31.90876295
 33.98875399 33.59446216 33.47521442 32.31686308 41.27428946 42.21707672
 41.6992468  47.38051564 50.01595258 42.68467032 36.23400692 46.16493498
 50.21962609 49.598112   42.39273081 46.53985704 47.56699978 46.68843593
 48.3430305  50.13496059 54.94098722 54.1581544  51.27380828 61.04950729
 63.46624188 64.56038952 58.00239915 66.33808728 61.92476883 61.59931107
 68.5330865  65.39734057 65.83030308 65.93006634 66.19057594 63.25102161
 69.44041266 66.65712196 71.16574589 67.43436954 69.85717274 69.30655889
 73.00353707 73.58918029 72.05211815 70.57824315 74.01600326 72.47480451
 70.13824085 75.16614953 73.78513804 76.52198044 74.02214146 76.33508881
 76.4302325  68.58353601 74.97167688 73.64870572 77.23621095 74.81823172
 73.30625106 73.95066338 72.05340584 74.38760305 71.222322   72.57717032
 75.19832317 75.46564825 77.0744433  75.90395444 73.12730585 72.67811982
 72.32229199 74.29531247 70.36479874 72.51426543 73.49122329 71.84045627
 69.16589578 71.06992963 75.0390724  71.98655825]","[ 98.76364619 100.          95.66548073  86.07988307  86.25233059
  87.81575665  82.96781941  80.49028979  81.20090311  75.08248942
  72.8125843   73.94871242  75.02985558  75.36679986  64.50864918
  69.57658436  70.22805886  68.09123705  66.01124601  66.40553784
  66.52478558  67.68313692  58.72571054  57.78292328  58.3007532
  52.61948436  49.98404742  57.31532968  63.76599308  53.83506502
  49.78037391  50.401888    57.60726919  53.46014296  52.43300022
  53.31156407  51.6569695   49.86503941  45.05901278  45.8418456
  48.72619172  38.95049271  36.53375812  35.43961048  41.99760085
  33.66191272  38.07523117  38.40068893  31.4669135   34.60265943
  34.16969692  34.06993366  33.80942406  36.74897839  30.55958734
  33.34287804  28.83425411  32.56563046  30.14282726  30.69344111
  26.99646293  26.41081971  27.94788185  29.42175685  25.98399674
  27.52519549  29.86175915  24.83385047  26.21486196  23.47801956
  25.97785854  23.66491119  23.5697675   31.41646399  25.02832312
  26.35129428  22.76378905  25.18176828  26.69374894  26.04933662
  27.94659416  25.61239695  28.777678    27.42282968  24.80167683
  24.53435175  22.9255567   24.09604556  26.87269415  27.32188018
  27.67770801  25.70468753  29.63520126  27.48573457  26.50877671
  28.15954373  30.83410422  28.93007037  24.9609276   28.01344175]"
2,F12014,150,0.2,0.15,18805957.394817036,"[2.25143133e+08 2.25143133e+08 7.16348915e+07 7.16348915e+07
 6.66593681e+07 6.66593681e+07 2.13103376e+07 2.13103376e+07
 2.13103376e+07 2.13103376e+07 2.13103376e+07 2.13103376e+07
 2.13103376e+07 2.13103376e+07 2.13103376e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07
 1.88059574e+07 1.88059574e+07 1.88059574e+07 1.88059574e+07]","[47.7450962  44.32130978 43.30642172 40.83583229 41.36349663 37.95141309
 36.44264033 36.23204905 37.72184274 40.41341036 37.38709464 39.10155851
 36.14238372 36.64084456 35.40584559 30.90105553 29.86752362 27.41962496
 30.29664642 29.15487599 29.41761678 30.1763334  27.59548916 30.8105982
 29.07093087 29.02815203 28.29895857 24.09555117 25.35910181 22.43114118
 22.63151122 21.52857256 20.86460629 22.65351278 20.05860964 20.20485928
 18.01517579 18.83877693 18.31583979 18.37462561 18.32738174 19.64824126
 18.01046713 19.77930892 17.70944208 16.43496123 17.77612443 20.31933411
 20.20350488 18.61039682 18.54853109 18.95713937 15.62569219 19.02866103
 17.16110431 18.62389795 17.74388097 17.22770444 15.38794451 15.96251858
 17.57503973 16.50434693 17.27079316 17.19657613 16.52449248 17.70520643
 17.25795094 16.05184807 17.91138353 17.57395928 18.99729796 17.4546136
 16.98147432 17.69198154 17.77638759 15.209007   15.25939932 16.07743941
 16.13988157 16.74435033 17.24263643 16.30069859 16.38205528 15.99630637
 16.52258903 16.11076327 18.46857391 16.39385036 20.18829922 17.25370427
 15.46851308 16.67873339 17.01587091 16.78840178 16.1366286  16.57181101
 18.05979235 15.66558072 17.65674327 17.46316074]","[ 0.          7.17096977  9.29660809 14.47114879 13.36597907 20.51243769
 23.67249574 24.1135699  20.99326267 15.3558929  21.69437781 18.10350879
 24.30136999 23.25736572 25.84401664 35.27910092 37.44378795 42.57080382
 36.54500915 38.93639702 38.38609801 36.79699947 42.20246401 35.4685598
 39.11221636 39.20181475 40.72907833 49.53292988 46.88647876 53.01896328
 52.59929706 54.90935348 56.30000157 52.55321575 57.98812604 57.6818126
 62.26800819 60.54301189 61.63828069 61.51515637 61.61410659 58.84762453
 62.27787026 58.57310908 62.90835397 65.57769795 62.76869072 57.44205012
 57.68464934 61.02134397 61.15091902 60.29510698 67.27267628 60.145308
 64.05682326 60.99306645 62.83622322 63.91733223 67.77062832 66.56720826
 63.18985376 65.43237264 63.82708481 63.98252909 65.39017868 62.91722534
 63.85398227 66.38011156 62.48539651 63.19211672 60.21099657 63.44208099
 64.43305036 62.9449243  62.76813954 68.14540505 68.03986056 66.32651165
 66.19572929 64.92969611 63.88605782 65.85890512 65.68850712 66.49644122
 65.39416537 66.25671628 61.3183858  65.66380285 57.71649692 63.86287673
 67.601881   65.06712789 64.36100821 64.8374323  66.20254249 65.29107211
 62.17456077 67.18913151 63.01872929 63.42417939]","[100.          92.82903023  90.70339191  85.52885121  86.63402093
  79.48756231  76.32750426  75.8864301   79.00673733  84.6441071
  78.30562219  81.89649121  75.69863001  76.74263428  74.15598336
  64.72089908  62.55621205  57.42919618  63.45499085  61.06360298
  61.61390199  63.20300053  57.79753599  64.5314402   60.88778364
  60.79818525  59.27092167  50.46707012  53.11352124  46.98103672
  47.40070294  45.09064652  43.69999843  47.44678425  42.01187396
  42.3181874   37.73199181  39.45698811  38.36171931  38.48484363
  38.38589341  41.15237547  37.72212974  41.42689092  37.09164603
  34.42230205  37.23130928  42.55794988  42.31535066  38.97865603
  38.84908098  39.70489302  32.72732372  39.854692    35.94317674
  39.00693355  37.16377678  36.08266777  32.22937168  33.43279174
  36.81014624  34.56762736  36.17291519  36.01747091  34.60982132
  37.08277466  36.14601773  33.61988844  37.51460349  36.80788328
  39.78900343  36.55791901  35.56694964  37.0550757   37.23186046
  31.85459495  31.96013944  33.67348835  33.80427071  35.07030389
  36.11394218  34.14109488  34.31149288  33.50355878  34.60583463
  33.74328372  38.6816142   34.33619715  42.28350308  36.13712327
  32.398119    34.93287211  35.63899179  35.1625677   33.79745751
  34.70892789  37.82543923  32.81086849  36.98127071  36.57582061]"
3,F12014,150,0.2,0.15,9249474.133517182,"[1.90634674e+08 1.90634674e+08 1.07849583e+08 4.82440360e+07
 4.82440360e+07 4.82440360e+07 4.82440360e+07 2.85691195e+07
 2.85691195e+07 2.85691195e+07 2.85691195e+07 2.85691195e+07
 2.85691195e+07 2.85691195e+07 2.85691195e+07 2.85691195e+07
 2.85691195e+07 2.85691195e+07 2.85691195e+07 2.05932237e+07
 2.05932237e+07 2.05932237e+07 2.05932237e+07 2.05932237e+07
 2.05932237e+07 2.05932237e+07 2.05932237e+07 2.05932237e+07
 2.05932237e+07 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06
 9.24947413e+06 9.24947413e+06 9.24947413e+06 9.24947413e+06]","[50.18268479 42.66234577 43.15026222 42.4358129  39.86871495 41.76312067
 39.21655879 41.00044411 40.262601   40.52696051 39.0230257  39.33379286
 40.39415242 34.16894289 34.21088142 35.21991651 35.99439464 35.17109751
 33.29015439 30.86565635 32.41297278 29.22222315 32.47542981 29.69416149
 27.16475501 26.14267491 26.59929451 25.03217578 22.64156077 24.18696584
 25.0060566  25.38012102 22.42093608 25.0511377  21.3404634  19.63971278
 27.4129974  21.65374313 22.09330008 21.32048719 19.9399441  19.00997471
 18.27239602 22.04158486 17.62775182 18.48351263 19.7226652  18.97647594
 15.89646333 16.74688324 14.67711466 15.42069914 15.36741781 16.54442011
 15.71588238 16.67327932 15.9992252  14.63311754 13.23222337 13.40804333
 14.38873824 12.8197403  13.31047032 13.55770092 12.68870473 11.46860456
 12.46462002 11.8489171  12.01711234 11.98307606 12.90025637 12.37692337
 11.47454262 14.20576975 13.17455476 13.82353471 11.74501566 10.85852387
 12.70961882 11.33282219 14.83375449 13.58628848 12.01111119 11.56407566
 10.5739028  11.17243132 12.50961101 11.53541542 11.2651111  15.20668965
 11.51837968 11.37292526 10.26310019 12.6403404   9.78038653  9.60487942
 10.3211938  10.18859875 11.62422461 11.67943766]","[ 0.         14.98592403 14.01364354 15.43734044 20.55284584 16.77782716
 21.85240994 18.29762739 19.76794154 19.24114726 22.23806706 21.61879536
 19.5057965  31.9108911  31.8273194  29.81659579 28.27327835 29.91387836
 33.66206983 38.49341366 35.41004649 41.76831457 35.28558715 40.82787397
 45.86827085 47.9049895  46.99507486 50.11790245 54.88172691 51.80216854
 50.16995065 49.42454529 55.32136996 50.08011667 57.47444863 60.86356707
 45.37359348 56.8501701  55.97425652 57.51425561 60.26529035 62.11845822
 63.58824544 56.07731042 64.87284031 63.16754931 60.69826618 62.18521185
 68.32281215 66.62816405 70.75263168 69.27087659 69.37705132 67.03161622
 68.68265927 66.77483601 68.11803661 70.84030558 73.63189429 73.28153448
 71.3272849  74.45385724 73.47597009 72.98330892 74.71497433 77.14629137
 75.16151223 76.38843527 76.05326938 76.12109415 74.29341131 75.33626703
 77.1344585  71.69188972 73.74681165 72.45357683 76.59548168 78.3620109
 74.67329843 77.41686752 70.44049247 72.92634195 76.065228   76.95604428
 78.92918077 77.73648149 75.07185784 77.01315609 77.5517967  69.69733741
 77.04710354 77.33695337 79.5485231  74.81135086 80.51043588 80.86017226
 79.43275884 79.69698354 76.83618433 76.72616021]","[100.          85.01407597  85.98635646  84.56265956  79.44715416
  83.22217284  78.14759006  81.70237261  80.23205846  80.75885274
  77.76193294  78.38120464  80.4942035   68.0891089   68.1726806
  70.18340421  71.72672165  70.08612164  66.33793017  61.50658634
  64.58995351  58.23168543  64.71441285  59.17212603  54.13172915
  52.0950105   53.00492514  49.88209755  45.11827309  48.19783146
  49.83004935  50.57545471  44.67863004  49.91988333  42.52555137
  39.13643293  54.62640652  43.1498299   44.02574348  42.48574439
  39.73470965  37.88154178  36.41175456  43.92268958  35.12715969
  36.83245069  39.30173382  37.81478815  31.67718785  33.37183595
  29.24736832  30.72912341  30.62294868  32.96838378  31.31734073
  33.22516399  31.88196339  29.15969442  26.36810571  26.71846552
  28.6727151   25.54614276  26.52402991  27.01669108  25.28502567
  22.85370863  24.83848777  23.61156473  23.94673062  23.87890585
  25.70658869  24.66373297  22.8655415   28.30811028  26.25318835
  27.54642317  23.40451832  21.6379891   25.32670157  22.58313248
  29.55950753  27.07365805  23.934772    23.04395572  21.07081923
  22.26351851  24.92814216  22.98684391  22.4482033   30.30266259
  22.95289646  22.66304663  20.4514769   25.18864914  19.48956412
  19.13982774  20.56724116  20.30301646  23.16381567  23.27383979]"
4,F12014,150,0.2,0.15,10996376.10814633,"[2.35112004e+08 1.28234267e+08 1.08793388e+08 1.08793388e+08
 8.42293021e+07 8.42293021e+07 8.42293021e+07 7.52143674e+07
 7.52143674e+07 3.36329849e+07 3.36329849e+07 3.36329849e+07
 3.36329849e+07 3.36329849e+07 3.36329849e+07 3.36329849e+07
 3.36329849e+07 3.36329849e+07 3.36329849e+07 3.36329849e+07
 3.36329849e+07 3.36329849e+07 3.36329849e+07 3.36329849e+07
 3.36329849e+07 3.36329849e+07 3.02897121e+07 3.02897121e+07
 3.02897121e+07 3.02897121e+07 3.02897121e+07 1.92641701e+07
 1.92641701e+07 1.92641701e+07 1.92641701e+07 1.92641701e+07
 1.92641701e+07 1.92641701e+07 1.92641701e+07 1.92641701e+07
 1.92641701e+07 1.92641701e+07 1.92641701e+07 1.92641701e+07
 1.92641701e+07 1.92641701e+07 1.83819524e+07 1.83819524e+07
 1.83819524e+07 1.83819524e+07 1.83819524e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07
 1.09963761e+07 1.09963761e+07 1.09963761e+07 1.09963761e+07]","[44.60891492 40.60670119 40.69442578 40.12982186 40.73906306 40.15764742
 41.44780441 41.45853892 36.9057448  35.1853218  35.34662411 33.16454536
 33.99546989 32.34250122 31.29663033 31.2161399  30.99477582 28.80082914
 27.73131822 26.54452706 25.07416188 26.83251494 27.14173946 25.60955034
 26.59880975 26.94393731 25.05791367 25.78326689 26.37291581 24.38699737
 23.54589487 24.71127452 21.05551857 20.97894608 25.74029587 26.01760631
 24.21517337 23.63335229 24.23259    21.5591294  19.67196879 19.59167752
 18.18289935 20.81926275 19.81500708 18.59890623 17.99616068 18.54996807
 16.98659455 19.07698227 18.38335789 17.21061475 18.24022454 16.53229318
 15.83131197 15.53303463 16.04112774 16.3777435  15.98810893 15.33536719
 14.40336516 16.87692792 14.10857719 14.05316223 14.0021448  13.23765664
 12.93857399 11.4849988  10.94085754 11.7228015  10.58608331 10.0806585
  9.66986742 11.97032963 10.30161675  9.3617825  10.81791228 11.52913603
 10.05395836 10.98269615 10.84190798 10.2972421   9.70909233 12.12185098
 10.68927538 10.67934031 11.46046095  9.80541869 10.03991776 11.34470556
 10.43018913  9.2324674  11.34147116  9.76611365  9.684097   10.99991365
 11.40266557 11.53560803 12.74680047 12.1408951 ]","[ 0.          8.97178004  8.77512746 10.04080254  8.67506386  9.97842586
  7.08627527  7.06221166 17.26823019 21.12490998 20.76331788 25.65489337
 23.79220622 27.49767332 29.84220669 30.02264243 30.51887527 35.43705514
 37.83458246 40.4950174  43.79114146 39.8494337  39.15624375 42.5909588
 40.37333166 39.5996577  43.82756516 42.20153765 40.87971909 45.33156117
 47.21706431 44.60462765 52.79975177 52.97140468 42.29786599 41.67621796
 45.71673977 47.02101064 45.67769684 51.67080517 55.90126139 56.08125066
 59.23931486 53.32936749 55.58061181 58.30675042 59.65792776 58.41645531
 61.92107658 57.23504527 58.78994608 61.41888951 59.11080874 62.93948594
 64.5108786  65.17952822 64.04053367 63.28594064 64.15938617 65.62264018
 67.71191321 62.16691675 68.3727407  68.49696465 68.61133066 70.32508713
 70.99554201 74.25402787 75.47383172 73.72094452 76.26913066 77.40214368
 78.32301585 73.16605962 76.90682059 79.01365116 75.74943864 74.15508526
 77.46199749 75.38004192 75.69564738 76.91662726 78.23508519 72.82639355
 76.03780455 76.06007605 74.30903447 78.01914996 77.49347238 74.56852385
 76.61859934 79.30353738 74.57577441 78.10726024 78.29111733 75.34144538
 74.43859463 74.14057694 71.42544154 72.78370227]","[100.          91.02821996  91.22487254  89.95919746  91.32493614
  90.02157414  92.91372473  92.93778834  82.73176981  78.87509002
  79.23668212  74.34510663  76.20779378  72.50232668  70.15779331
  69.97735757  69.48112473  64.56294486  62.16541754  59.5049826
  56.20885854  60.1505663   60.84375625  57.4090412   59.62666834
  60.4003423   56.17243484  57.79846235  59.12028091  54.66843883
  52.78293569  55.39537235  47.20024823  47.02859532  57.70213401
  58.32378204  54.28326023  52.97898936  54.32230316  48.32919483
  44.09873861  43.91874934  40.76068514  46.67063251  44.41938819
  41.69324958  40.34207224  41.58354469  38.07892342  42.76495473
  41.21005392  38.58111049  40.88919126  37.06051406  35.4891214
  34.82047178  35.95946633  36.71405936  35.84061383  34.37735982
  32.28808679  37.83308325  31.6272593   31.50303535  31.38866934
  29.67491287  29.00445799  25.74597213  24.52616828  26.27905548
  23.73086934  22.59785632  21.67698415  26.83394038  23.09317941
  20.98634884  24.25056136  25.84491474  22.53800251  24.61995808
  24.30435262  23.08337274  21.76491481  27.17360645  23.96219545
  23.93992395  25.69096553  21.98085004  22.50652762  25.43147615
  23.38140066  20.69646262  25.42422559  21.89273976  21.70888267
  24.65855462  25.56140537  25.85942306  28.57455846  27.21629773]"
